customer_id,recency_days,frequency,monetary
13784,9,14,2910.23
14524,31,13,2909.86
13764,70,6,2908.67
14233,49,7,2904.27
14293,3,9,2903.01
17032,603,5,2896.69
17242,108,5,2889.28
16383,74,7,2887.99
13501,288,3,2885.11
16633,17,6,2883.1
14251,1,5,2879.7
18170,33,9,2878.0
14005,9,5,2874.72
16467,508,7,2869.16
16711,3,9,2868.48
16229,87,6,2867.86
17961,21,100,2866.74
14758,144,7,2864.97
16755,114,7,2864.68
16062,9,8,2863.45
14875,107,3,2862.4
13963,308,17,2860.57
16979,3,9,2859.74
16225,44,15,2859.31
15043,31,6,2855.32
13728,36,16,2855.17
14935,297,2,2849.83
16554,42,8,2841.72
14711,10,11,2839.62
14842,43,4,2824.69
16775,10,16,2820.84
15563,22,6,2820.46
17228,15,13,2820.03
13477,37,11,2819.17
13032,52,9,2815.96
17386,7,7,2812.77
16871,22,6,2812.34
15797,113,5,2806.08
13799,116,9,2803.57
13205,443,1,2803.2
12826,2,12,2800.75
13330,92,6,2796.1
14903,21,5,2795.33
14035,28,9,2794.75
15353,254,7,2794.47
12863,52,6,2792.55
16764,3,13,2790.95
15073,9,8,2788.02
17530,1,12,2787.1
17552,60,12,2786.77
13719,15,11,2782.1
14121,3,4,2780.15
17790,26,20,2779.41
14869,8,6,2778.14
16104,61,9,2774.46
17031,11,6,2773.85
15235,217,16,2772.76
15965,17,13,2771.94
13695,31,16,2770.73
15993,8,7,2768.97
18210,1,7,2768.83
15817,420,3,2766.4
16407,12,14,2761.65
17115,8,7,2761.49
17368,23,14,2758.29
16335,551,7,2753.52
17870,2,13,2753.29
13736,5,7,2752.47
17490,0,9,2750.5
14665,60,7,2749.65
12982,242,8,2744.81
15841,72,9,2742.41
13077,1,11,2740.65
17241,385,12,2736.64
15389,172,5,2733.8
12986,428,10,2729.84
15596,100,9,2727.72
12391,21,6,2724.84
14404,33,13,2724.13
16190,40,8,2723.55
14125,10,3,2720.63
14808,39,8,2718.6
15985,123,7,2715.28
16232,43,7,2712.97
16359,7,16,2697.75
18173,86,5,2696.36
17884,3,20,2693.47
12820,3,11,2689.52
16086,59,10,2687.73
14748,29,10,2681.9
17388,77,11,2675.37
16434,29,12,2673.69
12374,25,3,2669.22
17720,26,10,2666.91
15910,0,15,2661.17
18283,3,22,2658.95
13473,60,8,2657.76
15671,18,7,2657.13
16369,18,7,2654.48
15157,3,5,2654.11
17744,3,7,2649.14
13203,9,10,2648.25
16618,31,5,2647.59
13819,301,6,2642.35
15814,16,6,2634.44
14410,92,11,2630.9
16276,176,3,2629.39
17470,44,11,2626.47
13422,64,1,2626.3
12635,89,4,2624.41
13644,16,4,2624.26
12671,606,1,2622.48
15142,46,6,2619.92
13211,10,10,2618.77
14262,8,8,2618.23
14195,201,6,2615.6
14431,302,4,2614.2
14397,2,19,2612.96
14564,434,2,2605.62
14756,15,3,2603.76
15660,25,15,2603.69
17317,46,3,2600.34
15826,56,4,2598.28
13700,26,13,2596.97
14163,87,5,2594.62
14229,51,7,2594.04
17043,32,8,2593.65
14129,1,9,2591.34
14147,78,9,2590.2
12473,53,3,2585.73
15062,71,8,2585.62
12456,44,3,2581.04
16499,360,8,2578.34
16206,54,13,2577.12
12685,28,6,2575.08
17095,22,7,2572.25
17002,85,7,2571.55
15434,8,11,2567.06
16817,2,13,2560.7
12806,572,2,2558.96
17284,60,7,2558.6
13192,95,6,2558.58
16036,87,4,2556.84
13862,18,9,2556.09
12457,66,7,2555.91
15033,4,10,2553.88
16115,9,12,2553.8
14745,112,12,2551.41
18179,9,8,2547.55
17465,425,7,2542.79
14548,150,9,2541.29
17463,16,7,2535.26
13623,30,10,2533.06
15906,19,10,2530.19
14659,8,9,2529.93
16889,194,6,2526.65
14790,16,10,2526.62
13344,67,3,2511.69
15862,8,13,2507.14
17101,10,7,2507.05
17550,197,9,2506.64
12978,385,5,2502.82
16202,360,9,2501.99
13471,1,4,2501.84
15021,8,12,2500.59
15747,12,9,2499.81
16987,3,11,2499.45
17594,85,4,2497.88
15932,4,8,2495.87
13414,133,6,2494.14
14541,58,14,2491.38
17262,52,11,2488.76
15227,36,9,2488.49
15117,14,8,2485.97
15716,145,11,2482.74
13507,3,4,2479.16
13588,15,9,2478.95
13134,85,6,2475.23
14696,4,8,2473.28
13762,218,5,2472.48
14421,57,6,2469.37
17288,9,11,2468.43
17164,32,7,2467.35
12438,14,2,2466.85
17131,5,5,2463.17
12924,88,12,2461.45
14256,260,5,2460.79
17629,5,10,2455.52
13151,295,3,2454.71
17676,4,10,2448.64
17320,100,6,2444.85
15111,29,5,2442.37
18171,58,9,2437.31
15623,141,8,2437.05
17505,161,5,2435.48
13085,157,8,2433.28
17348,14,9,2430.99
15077,494,2,2428.08
13949,2,6,2427.32
14502,19,11,2426.79
12733,234,4,2424.02
15215,46,7,2422.43
12739,99,2,2421.23
15089,10,6,2420.84
15489,22,8,2419.61
13878,54,4,2416.9
16040,65,7,2416.9
16470,51,11,2416.85
13118,19,9,2415.41
14205,16,9,2414.2
16833,1,6,2409.04
16163,232,6,2407.98
12412,74,6,2404.93
15341,80,2,2402.72
15793,14,8,2399.57
12393,72,6,2399.45
14414,91,8,2399.33
16147,133,5,2398.91
17921,64,10,2394.36
16812,360,4,2392.0
13173,4,11,2389.82
17444,151,2,2389.1
15366,75,7,2389.08
13813,39,8,2387.47
16105,248,5,2386.19
16638,22,15,2380.13
17827,5,6,2376.17
17434,2,7,2373.82
17623,32,7,2365.77
16005,12,10,2365.07
14496,311,7,2363.89
16676,33,6,2361.9
15860,40,17,2358.8
17634,36,9,2358.59
17969,166,20,2354.29
14810,40,13,2354.03
14295,40,4,2352.91
16083,100,4,2351.42
12520,79,5,2346.26
13338,157,4,2345.62
15015,501,13,2344.47
17591,73,8,2339.32
16742,492,13,2334.97
12676,24,10,2333.09
13614,24,6,2332.74
16496,8,6,2330.77
15549,77,8,2330.41
17313,31,1,2328.84
16085,23,12,2324.71
17004,46,4,2324.36
14938,562,2,2322.43
13055,78,4,2321.11
13908,79,4,2319.55
16628,29,7,2318.1
12948,16,9,2317.43
14346,120,5,2315.75
17193,35,9,2310.04
17282,130,5,2308.54
13704,5,9,2308.06
17113,574,6,2305.59
15946,502,3,2304.18
17894,71,18,2304.16
14555,57,6,2304.03
18095,312,5,2303.09
12517,28,4,2301.6
12423,0,10,2301.39
16077,625,1,2300.4
16531,22,11,2298.33
13371,505,2,2297.66
13280,122,7,2293.33
13059,249,10,2291.77
17047,85,6,2289.23
12516,77,4,2288.62
17018,40,6,2287.7
16485,77,5,2287.19
14481,164,5,2284.69
18051,634,7,2282.28
13655,114,6,2280.51
14554,10,4,2279.49
13994,3,6,2274.14
15638,378,6,2265.2
17994,121,11,2264.03
15734,114,4,2263.3
13652,45,5,2262.05
13814,92,3,2257.32
13117,21,18,2255.66
12584,3,9,2254.15
16350,21,9,2253.89
17414,43,6,2249.52
14432,9,6,2248.5
12701,79,6,2248.41
14644,67,7,2247.72
16177,50,8,2247.31
16174,126,7,2246.75
16883,187,19,2246.06
13627,59,7,2245.9
16042,22,8,2245.32
13407,578,3,2244.7
16823,227,7,2243.09
15865,40,5,2241.42
15629,450,4,2240.9
14462,66,12,2237.81
16551,95,7,2237.12
17180,56,11,2236.77
17075,17,10,2236.63
16108,84,4,2235.92
16076,3,10,2234.73
13662,85,11,2233.61
18215,89,5,2232.49
14449,18,8,2230.96
13365,33,2,2225.37
14321,10,7,2218.06
17648,60,5,2216.37
18177,31,9,2216.32
13478,469,5,2215.78
12397,35,2,2214.9
13455,24,6,2212.99
13320,78,6,2211.6
15550,4,12,2211.05
15476,380,4,2209.98
14177,86,13,2209.69
13094,21,13,2209.44
14834,17,7,2206.16
14467,17,12,2203.24
13410,24,9,2201.96
14006,115,7,2196.67
15100,333,7,2193.9
16317,119,5,2192.51
15934,417,2,2190.66
14212,89,2,2190.14
12802,186,5,2186.42
14597,11,6,2184.63
15864,22,7,2180.76
17324,17,12,2171.07
12856,7,6,2170.78
17905,71,13,2168.37
17732,372,8,2166.42
14595,19,8,2164.45
15944,276,4,2164.24
14573,179,13,2163.12
17460,94,16,2157.97
16379,4,4,2157.4
13643,31,10,2156.77
15426,19,9,2156.35
16966,8,7,2154.97
17822,420,5,2154.08
16600,4,13,2153.41
13224,60,2,2152.95
16275,196,3,2151.11
14216,3,5,2150.04
16716,266,3,2149.68
17272,42,4,2148.63
16520,186,6,2148.38
16004,474,5,2146.39
13152,417,7,2146.38
16134,21,5,2145.34
18009,235,8,2144.23
14407,107,5,2142.73
13092,70,12,2140.28
17029,110,7,2137.3
17305,648,1,2135.46
16493,79,7,2132.09
18116,67,13,2130.89
13517,59,3,2128.42
14634,437,4,2124.46
16807,142,6,2123.88
16996,30,9,2123.61
14472,103,9,2118.72
14360,31,4,2118.03
15658,190,8,2117.27
14691,30,5,2114.33
16201,3,5,2112.12
16054,145,4,2111.88
12997,22,8,2110.91
14399,394,8,2108.21
13755,3,9,2108.06
15252,36,5,2103.41
14276,98,7,2102.68
13610,12,14,2102.46
14499,26,7,2101.79
15815,63,5,2100.6
12975,436,6,2100.09
17159,21,5,2099.59
17742,113,11,2098.48
12649,107,8,2096.65
13753,287,4,2094.57
13591,64,7,2093.94
14469,416,4,2093.46
13265,53,5,2092.66
15456,283,10,2091.52
15151,423,2,2085.61
17705,3,11,2083.9
12724,5,7,2083.52
16016,3,11,2083.4
16934,54,6,2083.14
14443,53,5,2082.97
18026,500,2,2074.07
12684,7,6,2073.63
17048,117,7,2071.68
17585,109,7,2064.71
13748,95,9,2064.35
16726,26,7,2063.88
12576,35,8,2062.72
12586,17,4,2062.67
16795,365,3,2062.41
15221,366,4,2062.2
13476,178,5,2061.47
18258,464,6,2059.67
17633,31,7,2057.39
15253,16,8,2055.09
14188,30,6,2054.36
17897,172,9,2053.04
16176,421,4,2052.69
16794,1,15,2050.68
17086,7,6,2050.08
13874,358,7,2049.15
16027,91,15,2048.36
14232,42,5,2048.07
17666,3,5,2047.8
13663,179,5,2047.51
14000,211,5,2046.34
15473,14,8,2046.0
12868,185,8,2043.76
16235,40,8,2043.71
17289,31,9,2041.8
14988,211,7,2038.65
16214,170,4,2038.25
16331,432,6,2037.7
13630,5,7,2031.78
14225,434,4,2031.07
15272,57,6,2030.95
15506,22,6,2030.33
15164,68,9,2028.11
15384,169,4,2027.79
12873,282,3,2027.3
12599,29,13,2026.72
13989,65,5,2026.06
14631,50,6,2025.69
14651,67,9,2025.52
12501,336,1,2025.39
12418,112,4,2021.2
13696,421,3,2020.4
16221,36,9,2018.47
16197,469,9,2016.71
17152,194,4,2016.5
14623,32,10,2012.3
13693,374,9,2011.82
17671,15,5,2009.16
17126,152,9,2008.93
13888,119,7,2001.59
14628,91,5,1998.0
16698,226,2,1998.0
15990,44,7,1997.75
16332,28,11,1997.49
14152,75,7,1997.34
15481,401,1,1993.34
14301,117,4,1992.18
16065,365,8,1992.13
13889,92,6,1991.23
17088,28,4,1991.01
16960,38,8,1988.93
16529,190,4,1986.8
14967,49,6,1982.61
13725,49,8,1980.56
17158,32,5,1980.0
15030,71,8,1979.91
15795,149,8,1979.87
17337,151,4,1979.61
18204,71,3,1975.35
15531,8,2,1972.39
17797,22,8,1971.87
14905,157,8,1971.39
14477,19,7,1969.6
14396,65,7,1969.38
16032,456,6,1965.72
17351,36,12,1964.38
17966,37,10,1963.92
17997,74,8,1962.46
15789,358,6,1962.01
16290,464,4,1957.7
17039,604,1,1954.99
18016,32,7,1954.56
14794,2,10,1953.9
17554,1,5,1952.45
13761,50,6,1952.17
13208,59,8,1951.82
16993,463,2,1950.95
14014,77,3,1948.21
15620,56,4,1942.36
15425,400,4,1941.12
15478,40,3,1940.98
16619,263,4,1938.33
14418,3,3,1937.25
15561,11,8,1934.39
16859,144,7,1932.41
15803,51,4,1929.66
17236,12,12,1929.26
13029,30,5,1927.3
16788,123,5,1927.28
14492,430,7,1921.91
16681,72,7,1921.84
15885,93,13,1921.82
18220,226,6,1921.76
14901,11,12,1919.0
12560,5,2,1918.01
12842,70,4,1917.99
14332,22,5,1917.41
16650,71,7,1916.11
16555,35,6,1915.68
12725,371,3,1906.76
17046,157,5,1906.07
16942,12,9,1904.99
14250,7,3,1904.05
12644,129,4,1900.49
14127,122,6,1900.08
14710,14,13,1899.79
14389,65,5,1898.01
14730,1,8,1897.57
17560,94,8,1895.8
14327,163,6,1894.93
15248,411,3,1893.93
13984,26,12,1893.8
17350,8,7,1893.7
16631,481,7,1892.52
13276,63,5,1891.91
15381,213,5,1890.57
14912,16,6,1889.25
16172,95,8,1884.55
14403,130,6,1880.51
16660,16,7,1879.55
18151,134,6,1879.44
17227,18,12,1878.93
15197,10,6,1877.51
13946,79,6,1876.23
17609,40,11,1875.36
16426,2,10,1863.76
14887,79,1,1862.0
14305,71,3,1858.96
12687,480,1,1858.91
14130,319,4,1858.77
16043,37,8,1856.59
15081,22,12,1854.57
16049,40,6,1852.15
16917,276,2,1851.88
12674,38,4,1844.6
18180,4,6,1843.75
12950,2,3,1843.0
15201,87,7,1842.95
12399,119,7,1842.3
16102,42,3,1842.14
14224,110,9,1841.71
12518,0,5,1840.89
13168,36,5,1840.73
17919,88,2,1840.32
15822,3,6,1840.06
14870,261,6,1838.95
13924,1,6,1838.85
17015,28,3,1838.61
16175,94,7,1836.44
15402,148,6,1830.12
16152,268,1,1829.04
16825,38,5,1826.89
17244,53,5,1826.04
14896,204,8,1826.0
15678,52,3,1825.94
13884,7,10,1825.03
17642,119,5,1824.49
12585,234,2,1824.1
16169,8,4,1822.97
14738,42,9,1821.9
15339,66,7,1821.02
12582,238,4,1820.4
14553,19,9,1818.6
16233,71,9,1818.31
17787,152,4,1817.54
15807,50,5,1817.52
16205,30,7,1813.51
16880,30,8,1813.21
14915,91,11,1811.25
16474,7,7,1810.49
14893,9,3,1809.61
14715,24,8,1809.55
15530,21,5,1808.68
17888,21,25,1807.44
15133,127,5,1806.9
13561,215,11,1803.4
18161,15,6,1803.1
16797,393,5,1802.02
14723,10,11,1801.36
16249,52,5,1800.07
18235,71,3,1796.48
18236,29,12,1795.35
17165,284,6,1794.32
14708,2,5,1793.22
13711,218,9,1792.26
13375,88,2,1792.23
18122,8,6,1791.84
17603,78,4,1788.38
13782,12,13,1786.08
15608,28,5,1785.98
16611,186,6,1785.13
15452,29,6,1785.11
15128,60,5,1783.68
16110,45,4,1781.59
18214,530,4,1780.34
15220,51,6,1778.96
16770,57,9,1778.93
13503,71,5,1778.04
12908,176,5,1776.0
13920,431,4,1774.68
16124,317,4,1772.49
15594,15,5,1771.78
12531,14,2,1771.2
14850,311,7,1770.96
14933,443,4,1770.0
15972,456,5,1769.33
15736,435,2,1767.12
13456,17,6,1766.72
16751,30,1,1764.72
16692,256,4,1764.7
13717,32,8,1763.3
15777,241,7,1762.61
13648,400,8,1759.07
16620,3,6,1758.93
16511,21,6,1758.49
16266,73,14,1757.95
16595,61,5,1757.75
16510,372,6,1757.25
14522,24,8,1748.42
16639,31,4,1747.98
13808,5,5,1747.66
12610,22,4,1747.54
17695,131,5,1746.04
16380,61,1,1743.15
16348,32,8,1742.08
15605,36,9,1741.95
12425,78,2,1741.41
12704,7,8,1740.84
16087,389,5,1739.92
17974,24,6,1739.09
14584,169,8,1738.16
17268,107,11,1733.89
13026,1,9,1733.08
14400,149,3,1732.47
12352,36,9,1729.54
17432,18,9,1728.99
16891,1,11,1727.94
14387,32,3,1727.6
16809,23,9,1727.43
15730,65,5,1726.58
14304,222,3,1725.01
14075,4,5,1724.87
17190,58,7,1724.73
12592,92,4,1723.64
17451,1,7,1721.4
16119,8,8,1720.81
14704,19,9,1720.58
15267,22,5,1717.36
13705,7,7,1717.19
14021,155,7,1716.58
17135,16,10,1716.38
17162,28,10,1715.46
14692,137,12,1715.14
14741,11,7,1713.09
18239,218,6,1712.26
14447,18,6,1711.73
13665,386,3,1711.66
16374,66,5,1709.55
13104,3,9,1709.1
17731,79,6,1708.99
15607,336,9,1708.97
15947,82,1,1708.24
16902,116,1,1706.88
13309,7,6,1706.37
16398,154,2,1705.8
14859,12,5,1705.64
12762,7,2,1702.52
15326,333,5,1700.52
16768,47,9,1698.57
12932,539,8,1698.56
17813,14,5,1698.07
17694,141,3,1695.97
16899,7,8,1695.77
16010,245,11,1694.86
17750,5,9,1694.16
12764,316,1,1693.88
14245,219,2,1693.45
16671,28,3,1692.27
13838,5,10,1690.07
13294,189,3,1689.53
16725,302,13,1686.81
13516,21,4,1685.26
13566,40,5,1684.75
15911,623,8,1683.79
15976,165,6,1680.31
14643,170,5,1679.89
15551,36,7,1679.81
13800,309,3,1679.56
12870,375,3,1676.95
14831,680,3,1676.57
13149,14,4,1676.06
17656,73,5,1674.69
13587,63,4,1673.5
13308,22,4,1670.37
13417,4,6,1669.49
17534,53,5,1668.83
12385,379,1,1668.4
13184,14,10,1667.95
13434,74,5,1666.86
13064,12,6,1666.84
15192,119,5,1666.39
17321,8,6,1665.21
16329,427,4,1664.92
12694,70,3,1663.35
12912,2,5,1662.3
15214,1,8,1661.44
15649,336,4,1660.35
14583,5,8,1660.29
12348,75,5,1658.4
18276,43,6,1656.52
17041,26,6,1655.2
16625,274,5,1654.03
16813,8,10,1652.18
12911,551,1,1651.72
16634,222,6,1649.81
12528,9,6,1645.48
14420,99,4,1639.17
18096,11,6,1638.16
12933,24,8,1636.63
17006,4,8,1635.27
15310,478,1,1634.64
18062,173,6,1632.67
14164,70,2,1631.77
18136,63,5,1631.36
14904,2,4,1630.49
17571,50,5,1629.66
13554,380,7,1629.35
12383,184,5,1628.56
15167,320,5,1627.62
14759,4,3,1625.97
13154,399,3,1624.84
15172,8,5,1624.05
13363,17,3,1623.86
14937,56,3,1621.88
12813,501,3,1621.8
15422,323,7,1619.97
16224,57,5,1616.54
14336,16,4,1614.91
12577,35,8,1613.15
15013,487,10,1610.82
16860,452,3,1610.62
13900,183,6,1610.59
17814,375,2,1609.37
12847,22,2,1609.0
13249,92,9,1608.93
14920,212,3,1607.17
12947,143,6,1603.99
17515,31,9,1602.51
15325,103,8,1601.46
14885,131,3,1598.12
12514,267,2,1597.76
15134,14,10,1596.29
17853,407,3,1596.29
13850,129,1,1595.48
13239,261,5,1594.69
16801,163,4,1594.23
17028,581,3,1593.83
15289,29,5,1593.09
17540,24,6,1590.6
16092,114,6,1587.94
17345,15,10,1586.63
13156,385,3,1586.54
16096,264,4,1584.97
13740,240,5,1582.77
14719,1,5,1581.84
15279,354,5,1580.54
13202,394,7,1580.3
14587,18,9,1580.29
14178,8,7,1580.26
13752,124,7,1579.83
12607,60,1,1579.51
16256,266,3,1579.37
17649,138,3,1578.89
17867,30,15,1577.05
13186,39,3,1575.89
13337,546,1,1575.26
14489,207,4,1574.93
16099,50,7,1573.2
17886,31,6,1572.55
14136,400,5,1570.81
12549,575,5,1570.68
14198,18,9,1569.73
13539,85,7,1569.36
17624,14,4,1568.63
16774,67,8,1567.48
17222,65,6,1563.61
12494,15,9,1563.27
17235,25,8,1562.98
13939,23,7,1560.96
15466,85,4,1560.46
14236,80,5,1555.34
16394,56,5,1555.34
18149,50,7,1553.96
15074,105,3,1553.13
17851,422,6,1552.35
14078,101,9,1551.82
12775,17,7,1551.12
14987,15,8,1550.65
14186,427,5,1550.63
16366,18,4,1548.13
17454,192,10,1547.94
14754,44,6,1547.93
17323,15,12,1547.64
16790,3,6,1545.62
16017,47,5,1545.58
18036,32,11,1545.49
15732,212,10,1543.97
16915,9,11,1543.18
13783,487,4,1542.09
12778,19,9,1541.68
13310,28,5,1541.2
16461,177,3,1539.83
15987,12,8,1535.99
15798,492,3,1535.37
17837,42,8,1535.33
14695,519,3,1534.22
18252,50,7,1533.69
16491,46,2,1533.16
14567,56,2,1530.36
15701,2,4,1529.0
17990,236,6,1527.61
15149,133,4,1524.61
12926,411,4,1523.59
16244,211,2,1522.75
15587,50,7,1522.08
16066,16,5,1521.04
14055,106,3,1520.96
14264,154,6,1517.36
14068,320,4,1516.72
14267,162,3,1516.24
13791,127,2,1516.0
14220,247,4,1515.0
14682,187,6,1514.81
17764,50,5,1513.57
17610,540,5,1511.94
17977,29,2,1511.45
12369,413,3,1511.15
12784,15,2,1511.15
16037,269,5,1509.34
15948,8,3,1509.09
16910,4,8,1508.96
13158,94,5,1508.18
12507,134,4,1508.06
15261,135,4,1508.0
17179,178,6,1507.26
12407,49,5,1507.12
18022,35,5,1506.62
15110,23,6,1505.85
16450,149,3,1505.73
13360,431,4,1503.65
12458,71,4,1502.49
15590,382,5,1496.6
16340,107,3,1496.24
15173,380,7,1494.6
14894,85,3,1492.81
16239,56,6,1492.2
16314,389,3,1491.4
18268,134,6,1490.23
13042,598,3,1488.59
14609,72,10,1486.2
16654,141,8,1484.07
16714,317,3,1482.33
15630,45,3,1481.4
15101,8,6,1477.94
12381,4,3,1474.81
14246,110,3,1474.06
16907,29,9,1470.89
12379,81,4,1470.22
17590,2,3,1466.77
13500,23,4,1466.3
16419,112,8,1463.7
12882,9,2,1463.04
16586,248,3,1462.78
16835,128,6,1456.66
14829,29,7,1455.87
15071,93,4,1455.56
13240,96,8,1455.39
18196,95,4,1455.27
16569,3,5,1455.23
13649,256,6,1453.68
13377,396,2,1452.88
12970,7,10,1452.54
17259,148,6,1452.39
13165,46,3,1451.16
13361,472,2,1450.5
14657,17,6,1450.19
16121,57,5,1450.04
15876,409,2,1449.14
15076,172,3,1447.74
17582,236,5,1446.95
13583,155,2,1445.03
17073,17,4,1444.84
15636,89,4,1444.58
17175,44,4,1443.69
17734,53,6,1442.32
18106,329,6,1441.06
18066,75,3,1440.4
13543,634,2,1439.61
16088,575,2,1437.43
12398,45,1,1435.66
16140,65,3,1433.46
12389,402,3,1433.33
17941,130,4,1433.28
13531,205,6,1433.07
13475,191,4,1431.78
15427,33,3,1430.54
15468,51,3,1430.48
14684,25,6,1430.03
13159,8,4,1429.35
12669,150,2,1427.73
17290,3,8,1427.48
12657,11,4,1427.18
14412,42,3,1426.19
17411,12,5,1425.38
13278,40,4,1425.35
18221,22,6,1424.94
16980,255,3,1422.83
17438,253,5,1422.77
14071,3,8,1422.75
15106,17,5,1422.52
16463,21,4,1422.4
14019,46,3,1421.61
15799,75,4,1421.34
16173,15,6,1418.32
17856,1,4,1418.03
15223,225,5,1417.95
12693,127,7,1415.02
16245,23,3,1413.66
17496,358,4,1412.89
15237,1,4,1412.32
16848,52,4,1411.62
15444,9,2,1411.21
17714,320,5,1410.18
16906,81,7,1410.07
17545,43,6,1409.86
16854,417,2,1408.96
13049,64,4,1408.24
15889,156,8,1407.05
15652,91,5,1405.94
14909,437,3,1404.68
18189,77,3,1403.73
15186,14,5,1403.2
14687,106,3,1402.06
13259,61,9,1398.79
18202,199,3,1396.99
16129,407,3,1396.05
15322,85,2,1390.86
12405,148,1,1390.39
15141,457,7,1388.47
12952,5,4,1387.79
13382,280,5,1387.58
15996,88,7,1386.4
16167,414,5,1386.12
18167,23,3,1384.86
12809,177,3,1384.34
13572,205,1,1384.25
14116,19,5,1382.74
16389,53,4,1382.07
14861,52,10,1380.73
15751,460,11,1380.44
13821,144,6,1379.08
17878,43,3,1378.93
13074,511,4,1378.74
12886,67,2,1378.4
16727,364,4,1377.77
14853,24,5,1376.87
14662,28,7,1376.43
15580,376,8,1375.39
13579,14,5,1374.34
14265,109,4,1373.35
14434,21,6,1372.8
15453,1,7,1371.77
12695,7,7,1371.12
14538,64,5,1370.84
13155,33,6,1370.48
14316,422,5,1370.34
16300,430,3,1367.32
13035,73,3,1364.2
14577,12,7,1364.15
14114,273,7,1364.09
13760,54,5,1363.64
16588,386,4,1361.28
13396,29,2,1360.99
16384,89,4,1358.95
17150,376,6,1357.95
17429,128,5,1357.46
12875,143,5,1356.99
17054,28,5,1356.33
15116,17,4,1352.75
16079,16,3,1352.0
16367,37,3,1350.48
17025,60,5,1349.67
14847,148,3,1348.95
15411,26,4,1348.93
12646,4,2,1346.97
14320,206,5,1346.75
13639,74,2,1346.27
15398,16,2,1345.53
14550,10,4,1345.06
16669,23,2,1344.48
15154,75,3,1343.72
14618,9,7,1342.32
18085,330,4,1341.85
13743,2,7,1341.6
17499,289,2,1341.39
17951,39,4,1340.58
13803,255,3,1338.91
13506,316,5,1338.08
13220,78,5,1336.09
12919,8,6,1335.19
17033,86,4,1332.79
17932,29,3,1331.57
14899,395,1,1331.38
16295,9,4,1328.55
14712,29,4,1328.07
13232,12,7,1327.75
15146,164,2,1327.16
14956,421,1,1325.0
12960,413,4,1322.07
14591,15,4,1320.21
14921,30,2,1316.07
14511,11,5,1314.81
14973,107,3,1314.45
16296,626,4,1313.67
13282,18,4,1313.19
16756,214,7,1312.37
12987,73,5,1312.21
17027,78,9,1310.63
13855,500,4,1310.34
13328,316,1,1308.48
16377,267,2,1308.48
13846,24,4,1307.79
16282,339,3,1307.58
16894,502,3,1306.96
15677,49,3,1305.63
14297,17,4,1305.33
15813,207,2,1303.91
12620,14,3,1303.41
15400,92,8,1302.3
16370,82,4,1301.91
16574,71,3,1301.78
14284,30,3,1299.65
12765,472,6,1299.58
14480,11,4,1299.52
16464,19,3,1298.66
12783,2,4,1295.87
16929,3,7,1295.39
13440,423,7,1295.25
16212,19,4,1293.71
15621,4,4,1293.03
16777,80,5,1292.18
15471,2,3,1292.01
16744,11,7,1291.91
17109,29,8,1291.71
14619,245,2,1291.24
14856,36,3,1290.53
16372,33,5,1290.31
15171,331,1,1289.5
14679,381,3,1289.44
15774,68,6,1287.09
15136,2,4,1286.7
16608,453,2,1286.62
16949,3,6,1286.27
13300,169,3,1285.51
13617,40,8,1278.75
17521,29,5,1278.06
16951,134,3,1277.75
14478,382,4,1276.66
17034,16,5,1276.42
13916,463,4,1275.81
17142,239,4,1275.25
14820,21,9,1274.76
15809,36,7,1274.44
14167,39,8,1274.29
13138,22,7,1274.01
14490,406,2,1273.47
17478,408,2,1272.8
17341,156,5,1272.21
16222,318,2,1272.05
13492,136,3,1269.84
13443,448,6,1269.37
15439,404,4,1269.05
15584,23,6,1268.2
13892,26,6,1267.65
17037,87,1,1267.32
17531,190,3,1266.82
14487,26,7,1266.27
13515,72,6,1265.82
17635,424,3,1265.58
14379,44,4,1265.16
16842,100,3,1264.19
14427,50,4,1263.52
16688,1,4,1260.86
17759,17,5,1260.63
14984,19,6,1260.51
18035,35,5,1260.23
17343,355,6,1259.94
12993,23,8,1259.63
13689,63,2,1259.5
15009,12,3,1259.43
15651,36,5,1259.06
14474,46,2,1258.89
17481,3,4,1255.59
17862,323,4,1254.89
14419,10,7,1254.64
15441,396,3,1254.21
16292,121,5,1253.76
13919,59,4,1252.68
13023,64,3,1251.03
15579,68,5,1250.63
15599,26,3,1250.06
18135,29,10,1249.62
14020,16,4,1249.01
12666,394,1,1248.42
14383,38,3,1247.69
14240,30,3,1247.49
14725,24,4,1246.86
18286,476,2,1246.43
13860,1,5,1245.9
12488,9,3,1244.66
17076,36,6,1242.75
17529,610,2,1240.25
13863,247,4,1239.55
12985,0,2,1239.38
17796,40,7,1236.39
14231,183,4,1235.62
13201,502,4,1233.06
16527,81,2,1232.94
16159,281,4,1232.79
15664,50,4,1231.53
18080,18,2,1231.5
16723,91,4,1231.36
12805,381,4,1230.95
14821,366,7,1230.15
13019,379,6,1229.95
14871,3,9,1228.17
17342,379,4,1227.54
15800,107,7,1227.07
13402,127,4,1226.85
15269,23,3,1225.36
15303,290,3,1224.18
14428,7,5,1224.06
12533,627,2,1223.89
13787,75,6,1222.5
16946,383,5,1222.04
15376,40,3,1221.56
17132,452,2,1220.91
14430,511,3,1220.9
13243,203,5,1220.38
15004,147,1,1220.38
13299,268,3,1218.7
13304,351,4,1217.99
14698,1,5,1217.27
15390,396,2,1216.66
14512,187,7,1215.97
